Accident_ID,Accident Date,Day_of_Week,Junction_Detail,Accident_Injuries,Light_Conditions,death_toll,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Speed_limit,Hour_of_Accident,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901GD10088,2021-03-07,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901GD10089,2021-03-07,Saturday,Mini-roundabout,Slight,Daylight,1.0,1.0,Dry,Roundabout,30.0,11.0,Urban,Fine no high winds,Car
200901GD10091,2021-03-06,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,6.0,Urban,Fine no high winds,Bus
200901GD10092,2021-03-07,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10093,2021-03-14,Saturday,Crossroads,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,3.0,Urban,Fine no high winds,Van
200901GD10094,2021-03-06,Friday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901GD10095,2021-03-06,Friday,T or staggered junction,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10097,2021-03-17,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Motorcycle
200901GD10098,2021-03-09,Monday,Not at junction or within 20 metres,Slight,Daylight,2.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901GD10100,2021-03-13,Friday,Crossroads,Serious,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901GD10101,2021-03-13,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,0.0,Urban,Fine no high winds,Car
200901GD10102,2021-03-10,Tuesday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901GD10103,2021-03-12,Thursday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901GD10104,2021-03-08,Sunday,T or staggered junction,Slight,Darkness - lights lit,2.0,2.0,Wet or damp,Single carriageway,30.0,2.0,Urban,Raining no high winds,Other
200901GD10105,2021-03-13,Friday,Crossroads,Slight,Darkness - lights lit,1.0,1.0,Dry,Dual carriageway,30.0,5.0,Urban,Fine no high winds,Car
200901GD10106,2021-03-12,Thursday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901GD10107,2021-03-13,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Other
200901GD10108,2021-03-13,Friday,T or staggered junction,Serious,Daylight,1.0,1.0,Dry,Dual carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901GD10109,2021-03-16,Monday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Van
200901GD10110,2021-03-16,Monday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901GD10111,2021-03-16,Monday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901GD10112,2021-03-16,Monday,More than 4 arms (not roundabout),Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901GD10113,2021-01-17,Saturday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Motorcycle
200901GD10115,2021-02-16,Monday,More than 4 arms (not roundabout),Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901GD10117,2021-03-21,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10118,2021-03-24,Tuesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901GD10119,2021-03-20,Friday,T or staggered junction,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10121,2021-03-22,Sunday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Other
200901GD10122,2021-03-20,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901GD10123,2021-03-29,Sunday,Not at junction or within 20 metres,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901GD10124,2021-03-21,Saturday,Crossroads,Serious,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901GD10125,2021-03-23,Monday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901GD10126,2021-03-20,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901GD10127,2021-03-23,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901GD10128,2021-03-23,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901GD10129,2021-03-29,Sunday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10132,2021-03-10,Tuesday,T or staggered junction,Slight,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901GD10133,2021-03-30,Monday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901GD10134,2021-03-26,Thursday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901GD10135,2021-03-31,Tuesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901GD10136,2021-04-04,Saturday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901GD10138,2021-03-23,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901GD10139,2021-04-05,Sunday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Bus
200901GD10142,2021-04-06,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901GD10143,2021-03-19,Thursday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Motorcycle
200901GD10145,2021-04-02,Thursday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Other
200901GD10146,2021-03-31,Tuesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901GD10147,2021-04-12,Sunday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901GD10148,2021-04-07,Tuesday,Crossroads,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10149,2021-04-06,Monday,T or staggered junction,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901GD10150,2021-04-06,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901GD10151,2021-04-04,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901GD10152,2021-04-09,Thursday,T or staggered junction,Slight,Darkness - lights lit,2.0,1.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901GD10153,2021-04-10,Friday,T or staggered junction,Serious,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,1.0,Urban,Fine no high winds,Car
200901GD10154,2021-03-30,Monday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901GD10155,2021-04-08,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901GD10156,2021-04-01,Wednesday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Motorcycle
200901GD10160,2021-04-03,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901GD10161,2021-04-11,Saturday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901GD10162,2021-04-18,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Motorcycle
200901GD10164,2021-04-03,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Van
200901GD10166,2021-04-16,Thursday,Private drive or entrance,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10167,2021-03-15,Sunday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901GD10168,2021-04-15,Wednesday,T or staggered junction,Serious,Daylight,1.0,1.0,Dry,Dual carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901GD10169,2021-04-15,Wednesday,T or staggered junction,Serious,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901GD10170,2021-04-09,Thursday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901GD10172,2021-04-17,Friday,T or staggered junction,Slight,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,16.0,Urban,Raining no high winds,Car
200901GD10174,2021-04-03,Friday,T or staggered junction,Serious,Daylight,1.0,1.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Other
200901GD10175,2021-04-21,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901GD10176,2021-04-16,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901GD10177,2021-04-07,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Van
200901GD10180,2021-04-20,Monday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Motorcycle
200901GD10181,2021-04-21,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10182,2021-04-22,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901GD10183,2021-04-22,Wednesday,T or staggered junction,Serious,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Motorcycle
200901GD10184,2021-04-17,Friday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Van
200901GD10185,2021-04-18,Saturday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Bus
200901GD10186,2021-04-17,Friday,T or staggered junction,Serious,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,17.0,Urban,Raining no high winds,Car
200901GD10187,2021-04-21,Tuesday,Crossroads,Slight,Daylight,2.0,3.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10189,2021-04-16,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901GD10190,2021-04-08,Wednesday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Motorcycle
200901GD10191,2021-04-16,Thursday,T or staggered junction,Serious,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,9.0,Urban,Raining no high winds,Car
200901GD10192,2021-04-25,Saturday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Other
200901GD10193,2021-04-24,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10194,2021-04-18,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901GD10195,2021-04-24,Friday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Other
200901GD10196,2021-04-26,Sunday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Bus
200901GD10197,2021-04-22,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901GD10198,2021-04-18,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901GD10199,2021-04-19,Sunday,More than 4 arms (not roundabout),Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901GD10200,2021-04-23,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901GD10201,2021-04-20,Monday,T or staggered junction,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901GD10202,2021-04-28,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,16.0,Urban,Raining + high winds,Car
200901GD10205,2021-04-27,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901GD10206,2021-04-27,Monday,T or staggered junction,Slight,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,10.0,Urban,Raining no high winds,Car
200901GD10207,2021-04-22,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Motorcycle
200901GD10208,2021-04-23,Thursday,Crossroads,Slight,Daylight,1.0,4.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Other
200901GD10209,2021-04-26,Sunday,T or staggered junction,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901GD10210,2021-04-25,Saturday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10211,2021-04-27,Monday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901GD10212,2021-04-09,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901GD10213,2021-04-23,Thursday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901GD10214,2021-03-29,Sunday,T or staggered junction,Serious,Daylight,1.0,1.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Van
200901GD10215,2021-04-29,Wednesday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901GD10216,2021-04-21,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901GD10217,2021-03-21,Saturday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901GD10220,2021-04-30,Thursday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Van
200901GD10221,2021-04-20,Monday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901GD10223,2021-05-03,Sunday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901GD10224,2021-05-02,Saturday,T or staggered junction,Slight,Daylight,1.0,3.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10226,2021-05-01,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901GD10228,2021-04-24,Friday,T or staggered junction,Serious,Darkness - lights lit,2.0,1.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901GD10229,2021-05-01,Friday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Bus
200901GD10230,2021-05-06,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Motorcycle
200901GD10231,2021-05-05,Tuesday,Private drive or entrance,Serious,Daylight,1.0,3.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10232,2021-05-05,Tuesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10233,2021-05-05,Tuesday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Dual carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901GD10235,2021-05-06,Wednesday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Dual carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901GD10236,2021-05-06,Wednesday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901GD10238,2021-05-07,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10239,2021-05-03,Sunday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10240,2021-05-01,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901GD10241,2021-04-29,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Slip road,50.0,16.0,Urban,Fine no high winds,Car
200901GD10242,2021-05-01,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10243,2021-05-07,Thursday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901GD10244,2021-04-29,Wednesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Van
200901GD10245,2021-05-08,Friday,Crossroads,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Van
200901GD10246,2021-05-04,Monday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901GD10247,2021-04-26,Sunday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10248,2021-05-11,Monday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901GD10249,2021-05-07,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901GD10250,2021-05-13,Wednesday,Not at junction or within 20 metres,Serious,Darkness - lights lit,1.0,1.0,Wet or damp,Dual carriageway,50.0,2.0,Urban,Fine no high winds,Car
200901GD10252,2021-05-10,Sunday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,0.0,Urban,Fine no high winds,Van
200901GD10253,2021-05-11,Monday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901GD10255,2021-04-21,Tuesday,T or staggered junction,Serious,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,0.0,Urban,Fine no high winds,Car
200901GD10256,2021-05-16,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901GD10257,2021-05-17,Sunday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901GD10258,2021-05-14,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901GD10259,2021-05-17,Sunday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901GD10261,2021-05-18,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901GD10262,2021-05-16,Saturday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901GD10264,2021-05-10,Sunday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,One way street,30.0,16.0,Urban,Fine no high winds,Car
200901GD10265,2021-05-12,Tuesday,Crossroads,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10266,2021-05-16,Saturday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901GD10267,2021-05-19,Tuesday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10268,2021-05-19,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Motorcycle
200901GD10270,2021-05-14,Thursday,T or staggered junction,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901GD10271,2021-04-29,Wednesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Other
200901GD10272,2021-05-20,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10273,2021-05-15,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10274,2021-05-18,Monday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901GD10275,2021-05-21,Thursday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901GD10277,2021-05-21,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Motorcycle
200901GD10278,2021-05-19,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901GD10279,2021-05-23,Saturday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901GD10282,2021-05-26,Tuesday,T or staggered junction,Serious,Daylight,2.0,1.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901GD10283,2021-05-26,Tuesday,Not at junction or within 20 metres,Serious,Daylight,1.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901GD10284,2021-05-23,Saturday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901GD10285,2021-05-26,Tuesday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Other
200901GD10286,2021-05-24,Sunday,T or staggered junction,Serious,Darkness - lights lit,2.0,1.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901GD10288,2021-05-25,Monday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,3.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Motorcycle
200901GD10289,2021-05-22,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Motorcycle
200901GD10290,2021-05-29,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901GD10291,2021-05-29,Friday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,0.0,Urban,Fine no high winds,Van
200901GD10292,2021-06-30,Tuesday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901GD10293,2021-05-08,Friday,T or staggered junction,Slight,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901GD10294,2021-05-30,Saturday,More than 4 arms (not roundabout),Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901GD10295,2021-05-29,Friday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901GD10296,2021-05-23,Saturday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901GD10297,2021-05-27,Wednesday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,9.0,Urban,Raining no high winds,Car
200901GD10298,2021-05-31,Sunday,T or staggered junction,Slight,Daylight,2.0,1.0,Dry,Single carriageway,30.0,6.0,Urban,Fine no high winds,Car
200901GD10299,2021-05-14,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Other,Car
200901GD10300,2021-06-01,Monday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
